Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NEE,"NextEra Energy, Inc.",168.83,$79.59B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee
NLSN,Nielsen N.V.,29.5,$10.51B,2011.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn
NKE,"Nike, Inc.",76.59,$123.44B,,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke
NI,"NiSource, Inc",25.74,$9.34B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ni
NBL,Noble Energy Inc.,34.58,$16.75B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl
JWN,"Nordstrom, Inc.",53.1,$8.89B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/jwn
NSC,Norfolk Souther Corporation,162.99,$46.05B,,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc
NOC,Northrop Grumman Corporation,316.67,$55.22B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc
NCLH,Norwegian Cruise Line Holdings Ltd.,49.85,$11.2B,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NRG,"NRG Energy, Inc.",31.6,$9.95B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg
NUE,Nucor Corporation,66.72,$21.22B,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nue
OXY,Occidental Petroleum Corporation,82.45,$63.14B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy
OMC,Omnicom Group Inc.,68.28,$15.32B,,Technology,Advertising,https://www.nasdaq.com/symbol/omc
OKE,"ONEOK, Inc.",70.15,$28.84B,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke
ORCL,Oracle Corporation,48.67,$193.76B,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl
PCG,Pacific Gas & Electric Co.,41.53,$21.45B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/pcg
PKG,Packaging Corporation of America,115.83,$10.93B,2000.0,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/pkg
PH,Parker-Hannifin Corporation,159.77,$21.24B,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ph
PNR,Pentair plc.,43.85,$7.82B,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pnr
PKI,"PerkinElmer, Inc.",77.61,$8.59B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pki
PRGO,Perrigo Company,76.51,$10.59B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prgo
PFE,"Pfizer, Inc.",37.21,$217.66B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe
PM,Philip Morris International Inc,83.22,$129.36B,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/pm
PSX,Phillips 66,110.44,$51.45B,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/psx
PNW,Pinnacle West Capital Corporation,79.16,$8.86B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnw
PXD,Pioneer Natural Resources Company,181.31,$30.9B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pxd
PNC,"PNC Financial Services Group, Inc. (The)",144.16,$67.03B,,Finance,Major Banks,https://www.nasdaq.com/symbol/pnc
PPG,"PPG Industries, Inc.",104.41,$25.42B,,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/ppg
PPL,PPL Corporation,28.13,$21.44B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppl
PX,"Praxair, Inc.",161.9,$46.53B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/px
PG,Procter & Gamble Company (The),78.51,$197.42B,,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),59.58,$34.69B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pgr
PLD,"Prologis, Inc.",62.57,$33.37B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pld
PRU,"Prudential Financial, Inc.",96.92,$40.71B,2001.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/pru
PEG,Public Service Enterprise Group Incorporated,51.03,$25.78B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/peg
PSA,Public Storage,220.62,$38.44B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa
PHM,"PulteGroup, Inc.",30.82,$8.8B,,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/phm
PVH,PVH Corp.,155.37,$11.98B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/pvh
PWR,"Quanta Services, Inc.",32.82,$4.91B,,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/pwr
DGX,Quest Diagnostics Incorporated,114.89,$15.6B,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/dgx
RL,Ralph Lauren Corporation,135.26,$11.05B,1997.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/rl
RRC,Range Resources Corporation,16.07,$4.01B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc
RJF,"Raymond James Financial, Inc.",96.56,$14.08B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/rjf
RTN,Raytheon Company,196.71,$56.5B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtn
O,Realty Income Corporation,55.47,$15.77B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/o
RHT,"Red Hat, Inc.",147.73,$26.2B,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rht
REG,Regency Centers Corporation,61.78,$10.47B,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg
RF,Regions Financial Corporation,18.27,$20.52B,,Finance,Major Banks,https://www.nasdaq.com/symbol/rf
RSG,"Republic Services, Inc.",68.43,$22.44B,1998.0,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,109.05,$15.57B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmd
RHI,Robert Half International Inc.,69.05,$8.53B,,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",167.93,$21.09B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",136.22,$22.37B,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/col
ROP,"Roper Technologies, Inc.",282.37,$29.13B,1992.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop
RCL,Royal Caribbean Cruises Ltd.,109.75,$23.24B,1993.0,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
SPGI,S&P Global Inc.,212.87,$53.49B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
CRM,Salesforce.com Inc,147.56,$109.62B,2004.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SCG,Scana Corporation,40.26,$5.74B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,65.74,$90.98B,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SEE,Sealed Air Corporation,42.17,$6.8B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SRE,Sempra Energy,113.57,$30.87B,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SHW,Sherwin-Williams Company (The),421.57,$39.44B,,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SPG,"Simon Property Group, Inc.",170.38,$52.77B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SLG,SL Green Realty Corporation,99.64,$8.81B,1997.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
AOS,Smith (A.O.) Corporation,59.14,$10.12B,,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
SNA,Snap-On Incorporated,171.18,$9.65B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
SO,Southern Company (The),47.36,$47.91B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
LUV,Southwest Airlines Company,53.56,$31.05B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv
SWK,"Stanley Black & Decker, Inc.",138.69,$21.4B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk
STT,State Street Corporation,87.02,$31.8B,,Finance,Major Banks,https://www.nasdaq.com/symbol/stt
SYK,Stryker Corporation,174.68,$65.28B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk
STI,"SunTrust Banks, Inc.",72.58,$33.74B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sti
SYF,Synchrony Financial,33.51,$25.29B,2014.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf
SYY,Sysco Corporation,70.86,$36.92B,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy
TPR,"Tapestry, Inc.",48.24,$13.88B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr
TGT,Target Corporation,78.69,$41.95B,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
TEL,TE Connectivity Ltd.,91.7,$32.11B,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel
FTI,TechnipFMC plc,29.9,$13.63B,,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
TXT,Textron Inc.,66.52,$17.03B,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt
AES,The AES Corporation,13.07,$8.64B,,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes
SCHW,The Charles Schwab Corporation,52.61,$70.98B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw
COO,"The Cooper Companies, Inc. ",250.26,$12.29B,,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo
TRV,"The Travelers Companies, Inc.",124.24,$33.26B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv
TMO,Thermo Fisher Scientific Inc,218.48,$87.9B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tmo
TIF,Tiffany & Co.,138.13,$16.95B,1987.0,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/tif
TJX,"TJX Companies, Inc. (The)",97.56,$60.99B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx
TMK,Torchmark Corporation,84.35,$9.58B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/tmk
TSS,"Total System Services, Inc.",91.3,$16.64B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tss
TDG,Transdigm Group Incorporated,358.12,$18.78B,2006.0,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/tdg
TSN,"Tyson Foods, Inc.",63.56,$23.37B,,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/tsn
USB,U.S. Bancorp,51.87,$84.86B,,Finance,Major Banks,https://www.nasdaq.com/symbol/usb
UDR,"UDR, Inc.",36.72,$9.83B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/udr
UA,"Under Armour, Inc.",19.83,$8.82B,2016.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ua
UAA,"Under Armour, Inc.",21.39,$9.51B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/uaa
UNP,Union Pacific Corporation,144.85,$107.12B,,Transportation,Railroads,https://www.nasdaq.com/symbol/unp
UAL,"United Continental Holdings, Inc.",81.59,$22.24B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
UPS,"United Parcel Service, Inc.",112.71,$97.12B,1999.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ups
URI,"United Rentals, Inc.",149.32,$12.36B,1997.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/uri
UTX,United Technologies Corporation,129.37,$103.5B,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/utx
UNH,UnitedHealth Group Incorporated,252.74,$242.88B,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/unh
UHS,"Universal Health Services, Inc.",115.5,$10.9B,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/uhs
UNM,Unum Group,38.2,$8.45B,,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/unm
VFC,V.F. Corporation,92.27,$36.4B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vfc
VLO,Valero Energy Corporation,106.28,$45.81B,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vlo
VAR,"Varian Medical Systems, Inc.",116.33,$10.64B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/var
VTR,"Ventas, Inc.",57.98,$20.66B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vtr
VZ,Verizon Communications Inc.,50.75,$209.69B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vz
V,Visa Inc.,140.03,$323.11B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/v
VNO,Vornado Realty Trust,71.74,$13.64B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vno
VMC,Vulcan Materials Company,123.64,$16.34B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/vmc
GWW,"W.W. Grainger, Inc.",342.63,$19.23B,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/gww
WMT,Walmart Inc.,87.63,$258.58B,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/wmt
DIS,Walt Disney Company (The),111.09,$165.16B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dis
WM,"Waste Management, Inc.",82.24,$35.47B,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/wm
WAT,Waters Corporation,196.45,$15.39B,1995.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/wat
WEC,"WEC Energy Group, Inc.",64.3,$20.29B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/wec
WFC,Wells Fargo & Company,58.0,$281.25B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wfc
WELL,Welltower Inc.,63.73,$23.71B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/well
WU,Western Union Company (The),20.21,$9.31B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wu
WRK,Westrock Company,57.18,$14.66B,2015.0,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/wrk
WY,Weyerhaeuser Company,34.58,$26.18B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wy
WHR,Whirlpool Corporation,150.71,$10.67B,,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/whr
WMB,"Williams Companies, Inc. (The)",28.8,$23.84B,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/wmb
XRX,Xerox Corporation,25.1,$6.4B,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/xrx
XL,XL Group Ltd.,55.99,$14.46B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/xl
XYL,Xylem Inc.,67.79,$12.2B,2011.0,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/xyl
YUM,"Yum! Brands, Inc.",78.95,$25.52B,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yum
ZBH,"Zimmer Biomet Holdings, Inc.",112.9,$22.95B,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/zbh
ZTS,Zoetis Inc.,83.96,$40.63B,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zts
